"manufacturer","model","year","price","odometer","condition","type","size","paint_color","fuel","transmission","cylinders"
"hyundai","elantra",2019,15995,24515,NA,"sedan",NA,"white","gas","automatic",NA
"volvo","v70 wagon",2010,7499,140000,"excellent","wagon",NA,"black","gas","automatic","6 cylinders"
"hyundai","tucson",2007,3600,140000,NA,NA,NA,NA,"gas","automatic",NA
"dodge","durango",2006,1000,185000,"fair","SUV","full-size","blue","gas","automatic","8 cylinders"
"ford","super duty f-250",2018,41350,61101,NA,"truck",NA,"black","gas","automatic","8 cylinders"
"kia","sorento",2017,18780,29396,NA,"SUV",NA,"white","gas","automatic","4 cylinders"
"dodge","grand caravan passenger",2018,16990,53908,"good","van",NA,"black","gas","other","6 cylinders"
"chevrolet","corvette",1974,13995,96347,NA,NA,NA,"red","gas","manual",NA
"chevrolet","silverado 1500",2020,44995,14361,"excellent","pickup","full-size","black","gas","automatic","8 cylinders"
"gmc","sierra 1500 denali 4x4 gas",2017,46999,52341,NA,"truck",NA,"white","gas","automatic",NA
"ford","explorer 4wd 4dr sport",2015,377,70848,NA,"SUV",NA,NA,"gas","automatic","6 cylinders"
"chevrolet","colorado z71 4x4 4dr c",2020,32995,15222,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","impala lt",2015,10495,70897,"excellent","sedan","full-size","white","gas","automatic","6 cylinders"
"kia","soul +",2019,13999,41000,"like new",NA,NA,NA,"gas","automatic","4 cylinders"
"ford","mustang gt rwd gas coupe",2016,34999,9545,NA,"coupe",NA,"black","gas","automatic",NA
"chevrolet","silverado ltz",2018,60980,44322,"excellent","truck",NA,NA,"diesel","automatic","8 cylinders"
"lincoln","navigator",2014,18999,97760,"excellent","SUV","full-size","black","gas","automatic","8 cylinders"
"honda","civic",2013,9300,61535,"excellent","sedan",NA,"black","gas","automatic",NA
"ford","f150 xlt supercrew",2019,32950,39552,NA,"truck",NA,"silver","gas","automatic","6 cylinders"
"chevrolet","silverado 2500hd",2006,6995,233219,"good","pickup",NA,"white","gas","automatic","8 cylinders"
"toyota","corolla",2010,5100,82000,NA,NA,NA,"white","gas","manual",NA
"hyundai","santa fe",2011,7995,129410,"excellent","wagon",NA,"blue","gas","automatic","6 cylinders"
"ford","c-max energi",2013,8500,106182,"excellent",NA,"compact","grey","gas","automatic","4 cylinders"
"chevrolet","silverado 1500 lt",2018,34083,21123,"good","pickup",NA,"white","other","automatic","6 cylinders"
"ford","excursion",2002,12888,247802,NA,"other",NA,"blue","gas","automatic",NA
"ford","mustang ecoboost",2016,0,47440,"excellent","coupe","compact","silver","gas","automatic","4 cylinders"
"volkswagen","jetta tdi",2014,13873,63180,"excellent","sedan","full-size","grey","diesel","automatic","4 cylinders"
"ford","f450 super duty",1992,10900,42505,"excellent","truck","full-size","white","gas","manual","8 cylinders"
"nissan","cube",2010,3900,141000,"good","sedan",NA,"green","gas","automatic","4 cylinders"
"honda","accord sdn",2008,3995,200150,"excellent","other",NA,"grey","gas","automatic","4 cylinders"
"chevrolet","uplander ls",2006,1395,160500,"fair","mini-van","mid-size","grey","gas","automatic","6 cylinders"
"gmc","yukon",2005,0,129512,NA,"other",NA,"blue","gas","automatic",NA
"bmw","3-series",2011,9999,123234,"like new","sedan",NA,"black","gas","other",NA
"jeep","wrangler sport 4x4",2019,34999,21728,"like new",NA,NA,NA,"gas","automatic","6 cylinders"
"subaru","forester",2017,18585,34786,"excellent","wagon","mid-size","blue","gas","automatic","4 cylinders"
"toyota","rav4",2006,6000,17200,"good","SUV","full-size","black","gas","automatic","4 cylinders"
"dodge","nitro",2007,2500,180000,"salvage","SUV","full-size","black","gas","automatic","6 cylinders"
"chevrolet","volt",2013,9500,98113,"excellent","hatchback",NA,"white","hybrid","automatic","4 cylinders"
"toyota","prius",2009,6400,180000,NA,NA,NA,NA,"hybrid","automatic","4 cylinders"
"chevrolet","avalanche",2007,13995,125998,"good","truck","full-size","grey","gas","automatic","8 cylinders"
"audi","a7 premium plus awd gas",2016,34999,36045,NA,"sedan",NA,"grey","gas","automatic",NA
"ford","mustang",2008,8999,88298,NA,"coupe","sub-compact","silver","gas","automatic",NA
"ford","f-150 4wd truck 89k miles",2014,0,89655,NA,"truck",NA,NA,"gas","automatic","6 cylinders"
"toyota","fj cruiser",2007,12995,169177,NA,"SUV",NA,NA,"gas","automatic","6 cylinders"
"toyota","camry le gallery",2001,2200,149493,"good","sedan","mid-size","white","gas","automatic","4 cylinders"
"bmw","328i xdrive",2011,10200,100500,"excellent","coupe",NA,"black","gas","automatic","6 cylinders"
"ford","fiesta se",2016,8595,59523,NA,"sedan",NA,"silver","gas","automatic","4 cylinders"
"chevrolet","tahoe lt",2012,18998,124706,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"nissan","sentra sv",2017,12999,19656,"excellent","sedan","compact","grey","gas","automatic","4 cylinders"
"jeep","patriot latitude sport",2017,17990,36237,"good","SUV",NA,"black","gas","automatic",NA
"bmw","750",2011,17900,72513,"excellent","sedan","full-size","white","gas","automatic","8 cylinders"
"dodge","journey sxt plus",2015,11500,117358,"excellent",NA,NA,"black","gas","automatic",NA
"toyota","avalon xls",2007,9895,58000,"excellent","sedan","full-size","blue","gas","automatic","6 cylinders"
NA,"Starcraft  Allstar XL MVP 34",2017,65500,10404,NA,"other",NA,"white","gas","other",NA
"audi","q5",2011,0,99777,"excellent","SUV",NA,NA,"gas","automatic",NA
"ram","1500",2008,12995,98383,"good","truck","full-size","grey","gas","automatic","8 cylinders"
"bmw","x3",2019,32995,8293,NA,NA,NA,NA,"gas","automatic",NA
"mitsubishi","outlander es",2020,34500,9,"excellent","SUV",NA,NA,"gas","automatic","4 cylinders"
"jeep","compass latitude",2018,19982,25537,"excellent","SUV","mid-size","red","gas","automatic","4 cylinders"
"hyundai","veloster",2017,13500,40172,"excellent","coupe","compact","blue","gas","manual","4 cylinders"
"ford","fusion",2018,18500,37321,"excellent","sedan",NA,"silver","gas","automatic","4 cylinders"
"toyota","fj cruiser 4x4 gas suv",2013,39999,51466,NA,"SUV",NA,"black","gas","automatic",NA
"toyota","4runner",2004,8500,151250,"excellent","SUV","mid-size","blue","gas","automatic","6 cylinders"
"chevrolet","tahoe",2015,26995,131553,"excellent","SUV",NA,"white","gas","automatic",NA
"jeep","grand cherokee overland 4x4",2019,40500,8520,"like new","SUV","full-size","black","gas","automatic","6 cylinders"
"chevrolet","hhr ss",2008,6000,143500,"excellent","wagon","mid-size","red","gas","automatic","4 cylinders"
"jeep","grand cherokee laredo",2008,5700,158500,"good","SUV","full-size","black","gas","automatic","6 cylinders"
"honda","accord ex-l coupe 2d",2017,23590,11550,"good","coupe",NA,NA,"gas","automatic",NA
"mini","cooper",2003,2300,127900,"good","coupe","sub-compact","green","gas","automatic","4 cylinders"
"dodge","durango",2017,29982,31422,NA,"SUV",NA,"white","gas","automatic","6 cylinders"
"kia","optima",2013,10952,121537,NA,"sedan","mid-size","custom","gas","automatic","4 cylinders"
"honda","civic ex",2005,3299,135792,NA,"sedan",NA,"blue","gas","automatic","4 cylinders"
"ford","f250 super duty crew cab",2015,36995,200154,NA,"pickup",NA,"black","diesel","automatic","8 cylinders"
"mercedes-benz","glk-class glk 350",2012,16990,81708,"good","other",NA,"black","gas","automatic","6 cylinders"
"chevrolet","impala",2000,2200,118000,"excellent","sedan","full-size","silver","gas","automatic","6 cylinders"
"audi","allroad quattro",2013,12995,98275,"excellent",NA,NA,"black","gas","automatic","4 cylinders"
"nissan","sentra",2013,6995,114415,"excellent","sedan","sub-compact","grey","gas","automatic","4 cylinders"
"ford","explorer",2013,10995,167922,NA,NA,NA,NA,"gas","automatic",NA
"nissan","sentra",2009,4450,93000,"excellent","sedan","mid-size","yellow","gas","automatic","4 cylinders"
"hyundai","tucson gls sport utility",2015,14990,53014,"good","other",NA,"silver","other","automatic",NA
"ford","escape",2019,19500,16474,"good","other",NA,"blue","gas","automatic",NA
"toyota","corolla",2006,6177,176440,"excellent","sedan","compact","blue","gas","automatic","4 cylinders"
"hyundai","tucson se sport utility",2017,18590,16872,"good","other",NA,"silver","gas","automatic",NA
"chevrolet","traverse",2020,31961,2,NA,NA,NA,NA,"gas","automatic",NA
"buick","lesabre custom",2003,6995,34631,"excellent","sedan","full-size","blue","gas","automatic","6 cylinders"
NA,"Elkhart Custom Designs  KSIR Pro",2016,34850,54495,NA,"other",NA,"white","gas","other",NA
"honda","civic",2009,0,114730,NA,NA,NA,"red","gas","automatic","4 cylinders"
"subaru","forester 2.5i premium",2018,18695,92986,NA,NA,NA,NA,"gas","automatic","4 cylinders"
"chevrolet","silverado 1500 lifted",2014,38995,41092,NA,"pickup",NA,"white","other","automatic",NA
"ford","escape se automatic",2020,25988,2498,NA,"SUV",NA,"red","gas","automatic",NA
"infiniti","g g37x sedan 4d",2009,13590,89974,"good","sedan",NA,NA,"gas","manual","6 cylinders"
"ram","2500",2014,29239,69121,NA,"other",NA,"brown","gas","automatic",NA
"ford","escape se",2016,15995,59887,"excellent","SUV","compact","white","gas","automatic","4 cylinders"
"subaru","baja",2003,4995,292190,"good",NA,NA,"red","gas","manual","4 cylinders"
"gmc","sierra 1500 at4 4x4 1/2 ton",2019,59999,17525,NA,"truck",NA,"blue","gas","automatic",NA
"mercedes-benz","gla 250",2018,26994,55059,NA,"SUV",NA,"green","gas","automatic","4 cylinders"
"ford","e350 econoline xlt van",2014,2500,102000,"excellent","van","full-size","white","gas","automatic","8 cylinders"
"chevrolet","silverado 2500 hd crew cab",2009,26995,204227,NA,"pickup",NA,"custom","diesel","automatic","8 cylinders"
"chevrolet","traverse",2016,12600,114600,"good","SUV","mid-size","blue","gas","automatic","6 cylinders"
"mercedes-benz","benz clk 320 coupe",2002,6750,101500,"excellent",NA,NA,NA,"gas","automatic","6 cylinders"
"kia","optima ex",2011,8900,91000,"excellent","sedan","full-size","brown","gas","automatic","4 cylinders"
"jeep","grand cherokee",2005,6995,163232,"excellent","SUV",NA,NA,"gas","automatic","8 cylinders"
"bmw","3 series",2015,14950,52966,"good","sedan",NA,"black","gas","automatic",NA
"toyota","yaris se",2012,9990,97454,"excellent","hatchback",NA,NA,"gas","automatic","4 cylinders"
"kia","soul +",2017,0,46315,"like new","SUV",NA,NA,"gas","automatic",NA
"ford","explorer",2013,15995,179499,NA,"SUV",NA,NA,"gas","automatic",NA
"chevrolet","camaro z28",1978,21500,58000,"excellent","coupe",NA,NA,"gas","automatic","8 cylinders"
"chevrolet","tahoe",2010,21000,71464,"good","SUV","full-size","black","gas","automatic","8 cylinders"
NA,"Freightliner FL70",1998,9990,154100,"good","truck","full-size","white","diesel","automatic","6 cylinders"
"buick","enclave convenience group",2012,12995,92347,"like new","wagon","mid-size","brown","gas","automatic","6 cylinders"
"gmc","sierra 1500",2018,43872,36100,NA,"pickup",NA,NA,"gas","automatic",NA
"ford","focus zx4 se",2007,3900,150159,"excellent","sedan","mid-size","black","gas","automatic","4 cylinders"
"gmc","sierra",2008,24998,200028,NA,"truck",NA,NA,"diesel","automatic","8 cylinders"
"gmc","sierra",1994,1995,208338,"excellent","truck",NA,"red","gas","automatic","6 cylinders"
"ford","f150 xlt",2017,22800,175518,NA,NA,NA,"red","gas","automatic","8 cylinders"
"ford","taurus",2007,4600,113702,"good","sedan",NA,"grey","gas","automatic","6 cylinders"
NA,"hummer h2",2004,9300,180555,"good","SUV","full-size","brown","gas","automatic","8 cylinders"
"nissan","rogue sl",2011,5900,149001,"excellent","SUV",NA,NA,"gas","automatic","4 cylinders"
"chevrolet","camaro",2014,14999,111835,NA,"coupe",NA,"red","gas","automatic","6 cylinders"
NA,"Isuzu NRR",2011,13990,184269,"good","truck","full-size","silver","diesel","automatic","6 cylinders"
"lexus","gs 350",2007,6900,160000,"good","sedan","full-size","blue","gas","automatic","6 cylinders"
"bmw","530e",2018,33995,31623,NA,"sedan",NA,"grey","hybrid","automatic","4 cylinders"
"kia","sorento",2011,7750,121272,NA,"SUV",NA,"silver","gas","automatic","4 cylinders"
"acura","mdx",2012,11900,104337,NA,"SUV",NA,"white","gas","automatic",NA
"bmw","323ci",2000,6200,289610,"excellent","convertible","compact","silver","gas","automatic","6 cylinders"
"ford","flex",2018,24988,43687,NA,"SUV",NA,"red","gas","automatic","6 cylinders"
"ford","f-150 sport 4x4",2015,29999,37208,NA,NA,NA,NA,"gas","automatic",NA
"ford","f150 supercrew cab",2011,22995,144865,NA,"pickup",NA,"white","other","automatic","8 cylinders"
"ford","f-350 sd",2008,22990,48474,"good","truck","full-size","white","gas","automatic","8 cylinders"
"dodge","journey crossroad sport",2019,22590,22441,"good","SUV",NA,"silver","other","other","6 cylinders"
"honda","civic ex-t coupe 2d",2016,17590,36853,"good","coupe",NA,NA,"gas","automatic",NA
"acura","rsx coupe",2002,5500,87986,"like new","coupe","mid-size","grey","gas","automatic","4 cylinders"
"ford","escape xlt",2011,7750,113000,"excellent","SUV","compact","black","gas","automatic","6 cylinders"
"bmw","x1 xdrive28i",2015,13998,82011,NA,"SUV",NA,"black","gas","automatic","4 cylinders"
"chevrolet","silverado 3500 ltz",2020,57950,3720,"excellent","pickup","full-size","white","gas","automatic","8 cylinders"
"gmc","envoy",2003,4495,149944,NA,NA,NA,NA,"gas","automatic",NA
"ford","fusion",2012,4990,285535,"good","sedan",NA,"brown","gas","automatic","4 cylinders"
"chevrolet","malibu",2017,16390,24000,"excellent",NA,NA,"red","gas","automatic",NA
"gmc","sierra",2015,0,72461,NA,"pickup",NA,"black","gas","automatic",NA
"chevrolet","silverado 1500 lt",2013,18500,120000,"excellent","truck","full-size","white","gas","automatic","4 cylinders"
"audi","tt tts coupe 2d",2016,462,53085,"good","coupe",NA,"grey","gas","automatic",NA
"chevrolet","silverado 1500",2007,9500,189000,NA,NA,NA,NA,"gas","automatic",NA
"toyota","corolla",1999,1800,200000,NA,NA,NA,NA,"gas","automatic",NA
"honda","fit",2007,6500,199852,NA,"hatchback",NA,"red","gas","manual","4 cylinders"
"nissan","altima",2008,2300,187000,"good","sedan","full-size","grey","gas","automatic","4 cylinders"
"volkswagen","jetta tdi",2013,10995,54380,NA,NA,NA,NA,"diesel","automatic",NA
"ram",NA,2011,24777,114840,NA,"pickup",NA,"white","diesel","automatic",NA
NA,"PORSCHE CAYENNE",2004,6955,151066,NA,"wagon",NA,"silver","gas","automatic",NA
"ford","fusion hybrid se",2018,12900,53205,"good","sedan",NA,"black","electric","automatic","4 cylinders"
"ford","f-150 xlt",2017,33900,48747,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"ford","transit connect",2013,13995,20234,"good","van","sub-compact","white","gas","automatic","4 cylinders"
"volkswagen","jetta",2013,8795,88000,"excellent","sedan","compact","grey","gas","automatic","4 cylinders"
"chrysler","sebring limited",2004,3400,180000,NA,"convertible",NA,NA,"gas","automatic","6 cylinders"
"audi","a4",2004,2995,185595,NA,NA,NA,NA,"gas","automatic",NA
"mitsubishi","outlander sport 2wd 4dr cvt 2.0 es",2016,9995,81033,NA,"SUV",NA,"black",NA,"automatic","4 cylinders"
"chevrolet",NA,2011,4900,163000,"excellent","SUV",NA,"red","gas","automatic","4 cylinders"
"volkswagen","routan",2010,5995,112766,"excellent",NA,NA,"white","gas","automatic",NA
"ram","1500 bighorn",2020,49999,21489,NA,"truck",NA,"black","gas","automatic",NA
"lincoln","navigator",2007,11998,146615,NA,"wagon",NA,NA,"gas","automatic",NA
"honda","accord sedan",2017,16598,53779,NA,NA,NA,NA,"gas","automatic",NA
"toyota","camry le",2006,5800,121000,"excellent","sedan","mid-size","green","gas","automatic","4 cylinders"
NA,"INTERNATIONAL CXT 7300 Diesel 4x",2005,69995,37547,NA,"sedan",NA,"white","diesel","automatic",NA
"ford","explorer xlt",2017,25995,61067,NA,"SUV",NA,"blue","gas","automatic","6 cylinders"
"buick","encore turbo",2019,7550,7313,NA,"SUV",NA,"black","gas","automatic","4 cylinders"
"honda","odyssey",2012,11495,174877,"excellent","mini-van",NA,"silver","gas","automatic",NA
"ford","transit",2019,26900,12220,"like new","van","mid-size","white","gas","automatic","6 cylinders"
"cadillac","eldorado",1999,4995,172944,NA,NA,NA,"white","gas","automatic",NA
"jeep","wrangler",2007,15000,119500,"good",NA,NA,"silver","gas","manual","6 cylinders"
"ford","escape sel",2018,22998,12581,NA,"SUV",NA,NA,"gas","automatic","4 cylinders"
"jeep","wrangler unlimited",2017,32588,25677,NA,"SUV",NA,"black","gas","automatic","6 cylinders"
"ram","2500",2015,43888,133,NA,NA,NA,NA,"diesel","automatic",NA
"ram","2500",2002,9000,210000,"good","truck","mid-size","grey","diesel","manual","8 cylinders"
"toyota","highlander",2020,37510,10315,NA,"SUV",NA,"grey","gas","automatic","6 cylinders"
"mercedes-benz","gla",2015,0,86708,NA,"SUV","compact","black","gas","automatic","4 cylinders"
"toyota","camry",2014,12500,96700,"excellent","sedan","mid-size","black","gas","automatic","4 cylinders"
"ram","2500",2006,13888,262000,"good","truck","full-size","red","diesel","automatic","6 cylinders"
"ford","escape",2012,4500,215593,"good","SUV","mid-size","silver","gas","automatic","6 cylinders"
"ford","f-150",2003,7995,182042,"like new","truck","full-size","black","gas","automatic","8 cylinders"
"volkswagen","jetta",2019,18900,30615,"excellent","coupe","compact","orange","gas","automatic","4 cylinders"
"honda","civic cpe",2005,3995,102907,"excellent","coupe","sub-compact","black","gas","automatic","4 cylinders"
"mercedes-benz","benz c350",2015,28700,10200,"excellent","coupe","full-size","red","gas","automatic","6 cylinders"
NA,"HUMMER  H2  4WD  113K MILES",2003,18800,113000,"excellent","SUV","full-size","black","gas","automatic","8 cylinders"
"ford","explorer",2013,6500,171770,"excellent","SUV","full-size","blue","gas","automatic","6 cylinders"
"ford","fusion",2014,13955,85846,"good","sedan",NA,"black","gas","automatic","4 cylinders"
"toyota","sienna",2006,5400,178898,"excellent","van","full-size","white","gas","automatic","6 cylinders"
"subaru","impreza",2014,21995,39303,NA,"sedan","compact","blue","gas","manual",NA
"toyota","camry",2015,14500,54007,NA,"other",NA,"blue","gas","automatic",NA
"mazda","miata",1995,7400,88000,"excellent","convertible","sub-compact","red","gas","manual","4 cylinders"
